commit,branch1,branch2,merge,rework,wasted,extra,merge_commits_count,files_edited_b1,files_edited_b2,files_edited_intersection,files_edited_union,files_add_b1,files_add_b2,files_add_intersection,files_add_union,files_rm_b1,files_rm_b2,files_rm_intersection,files_rm_union,files_changed_b1,files_changed_b2,files_changed_intersection,files_changed_union,lines_add_b1,lines_add_b2,lines_add_intersection,lines_add_union,lines_rm_b1,lines_rm_b2,lines_rm_intersection,lines_rm_union,lines_changed_b1,lines_changed_b2,lines_changed_intersection,lines_changed_union,commits_b1,commits_b2,commits_total,authors_b1,authors_b2,authors_intersection,authors_union,committers_b1,committers_b2,committers_intersection,committers_union,time_total,time_min_total,time_max_total,time_min_branch,time_max_branch,merge_type,project_commits,developer_commits_in_window_of_time,developer_commits_until_merge,developer_no_merges_in_window_of_time,developer_no_merges_until_merge,developer_merges_in_window_of_time,developer_merges_until_merge,project
0d8e0e567479e723c986b2384c39a997f9065fa2,7,33,40,0,0,0,542,2,4,0,6,0,2,0,2,0,0,0,0,2,6,0,8,4,29,0,33,3,4,0,7,7,33,0,40,2,5,7,1,1,0,2,1,1,0,2,42336,12487,19886,-1429,16824,workspace,4858,73,2983,66,2857,7,126,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
81335df9a51740631e75614c1279634f937d650a,3092,121,3212,1,0,0,544,36,1,1,36,11,0,0,11,0,0,0,0,47,1,1,47,2565,58,1,2622,527,63,0,590,3055,120,1,3174,77,4,81,4,1,0,5,4,1,0,5,956611,705004,956505,529416,946655,workspace,5177,129,3148,105,2981,24,167,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4630cff2a6c116f1d474f459e6e759f5ce7f2003,538,1059,1601,0,1,7,547,15,8,3,20,1,5,0,6,1,0,0,1,17,13,3,27,281,1018,0,1299,257,41,0,298,508,1053,0,1561,24,10,34,4,1,0,5,4,1,0,5,326717,7027,255546,4099,255742,branch,5188,128,3149,104,2981,24,168,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4aabcf3d4ea99f60880b3bf2c14c53ac241a9846,1107,22,1129,0,0,0,549,17,4,0,21,3,0,0,3,0,0,0,0,20,4,0,24,783,12,0,795,324,10,0,334,1071,22,0,1093,39,3,42,3,1,0,4,3,1,0,4,961824,91417,912216,-274047,820799,workspace,6371,0,3915,0,3592,0,323,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
45aed516285d171a1d4113c4095e91dbb78eac60,4,6,10,0,0,0,550,2,1,0,3,0,0,0,0,0,0,0,0,2,1,0,3,3,5,0,8,1,1,0,2,4,6,0,10,2,1,3,1,1,0,2,1,1,0,2,178974,170884,176523,-5066,5639,workspace,2850,72,1165,69,1136,3,29,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
7a5f51eb9579f3738dfe60e1cc31ce40bac88b30,10,2,12,0,0,0,551,3,1,1,3,0,0,0,0,0,0,0,0,3,1,1,3,8,2,0,10,2,0,0,2,10,2,0,12,4,1,5,2,1,1,2,2,1,1,2,186222,174032,178974,-1918,4942,workspace,2852,73,1166,69,1136,4,30,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
39b59b7603c1e183dd20bb062b6279c2acc4ebd5,1460,4,1464,0,0,0,554,22,1,0,23,6,0,0,6,0,0,0,0,28,1,0,29,1221,2,0,1223,239,2,0,241,1453,4,0,1457,31,1,32,4,1,0,5,4,1,0,5,364778,48982,352759,0,309554,workspace,5193,127,3153,104,2984,23,169,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
2de2842bddf06847560f975933837923cba83db1,1122,224,1346,0,0,0,555,16,13,3,26,5,0,0,5,0,0,0,0,21,13,3,31,1053,120,0,1173,69,104,0,173,1116,224,0,1340,16,7,23,3,1,0,4,3,1,0,4,123415,76098,122991,1008,375609,workspace,5201,127,3154,104,2984,23,170,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
330fe87799ee41696683caf919905d79e550299f,13,10,23,0,0,0,556,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,5,5,0,10,8,5,0,13,13,10,0,23,1,1,2,1,1,0,2,1,1,1,1,359,209,319,-110,110,branch,9755,0,6416,0,5841,0,575,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
444b1c2ad8e2fd7eb42afccf18492350714fcb83,3,4779,4782,0,0,0,559,1,3,0,4,0,0,0,0,0,1,0,1,1,4,0,5,2,255,0,257,1,4524,0,4525,3,4776,0,4779,2,4,6,2,1,0,3,2,1,0,3,88712,28651,85933,-57268,59598,workspace,5210,127,3157,104,2984,23,173,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
6ceb2e26dcc542a8cf38e2e719348e848f354ac3,3,2,5,0,0,0,560,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,2,2,1,0,3,3,2,0,5,1,1,2,1,1,0,2,1,1,0,2,9115,2153,9019,-6866,6866,workspace,4546,37,2752,33,2659,4,93,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
b9cc29e15ab219102f09e19d61889c256eb0b487,6792,9,6801,0,0,0,561,67,3,2,68,6,0,0,6,46,0,0,46,119,3,2,120,3987,8,0,3995,2805,1,0,2806,6787,9,0,6796,169,1,170,12,1,0,13,12,1,0,13,10435655,56203,10435030,-536630,10378827,workspace,4522,28,2733,24,2642,4,91,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
ad9447cf92429929adda00ecbf1bdeb4b7502e6f,2,1641,1643,0,0,0,563,1,14,1,14,0,1,0,1,0,9,0,9,1,24,1,24,2,99,0,101,0,1542,0,1542,2,1640,0,1642,1,10,11,1,2,1,2,1,2,1,2,517832,107,440678,-233223,440571,branch,4196,85,2434,79,2362,6,72,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
1aff1b84ebb4ab863d9dda3ff740f7f94bbd362a,158,50,208,0,0,0,565,59,1,0,60,1,0,0,1,1,0,0,1,61,1,0,62,49,29,0,78,109,21,0,130,158,50,0,208,2,1,3,1,1,0,2,1,1,0,2,43999,33944,40998,-6912,7054,workspace,6407,0,3945,0,3619,0,326,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
869e800bbbe4008beeb3e3420e689aafd6e67aa7,29,14,43,0,0,0,566,4,3,0,7,0,2,0,2,0,0,0,0,4,5,0,9,25,13,0,38,4,1,0,5,29,14,0,43,2,2,4,1,1,0,2,1,1,0,2,104128,36606,103867,-66780,67261,workspace,6337,0,3888,0,3568,0,320,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
bec9f3c641e1376c0ef27d3df5a7b0a3fc7eee4f,159,1273,1432,0,0,0,569,9,5,0,14,0,22,0,22,0,0,0,0,9,27,0,36,91,1240,0,1331,68,33,0,101,155,1273,0,1428,14,7,21,3,2,1,4,3,1,0,4,359865,295192,359066,18,342847,branch,4830,55,2961,49,2837,6,124,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
30f4492afd9102b7b219c1a71803073c188f13ec,5,364,369,0,0,0,571,1,2,0,3,0,0,0,0,0,0,0,0,1,2,0,3,5,184,0,189,0,180,0,180,5,363,0,368,1,4,5,1,1,1,1,1,1,1,1,386092,152650,385892,-233242,308738,branch,4201,87,2439,80,2366,7,73,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
cdf356a331714c15b122927f1cd75253db5182bf,1544,2,1546,0,0,0,572,42,1,0,43,0,0,0,0,0,0,0,0,42,1,0,43,878,2,0,880,666,0,0,666,1526,2,0,1528,5,1,6,1,1,0,2,1,1,0,2,524962,447715,522717,-23910,75002,workspace,4023,22,2269,20,2205,2,64,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
ce6b2fce8c56a750ccb723e1e9299777d82b3659,54,135,189,0,0,0,573,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,20,74,0,94,34,61,0,95,53,131,0,184,3,1,4,1,1,0,2,1,1,0,2,87763,64289,85583,-18208,21294,workspace,6342,0,3892,0,3571,0,321,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4c103f67f9c4a9c65be1f5af9116c7e4250c763f,6997,22,7017,0,2,0,574,147,2,2,147,21,0,0,21,1,0,0,1,169,2,2,169,4853,14,0,4867,2144,8,0,2152,6947,22,0,6969,278,1,279,10,1,0,11,10,1,0,11,5494528,97935,5494402,-26257,5396467,branch,6706,0,4202,0,3848,0,354,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
1089fab0835aa12b91a924913b00039e42ff7891,8,744,752,0,0,0,577,1,59,0,60,0,5,0,5,0,0,0,0,1,64,0,65,6,454,0,460,2,290,0,292,8,739,0,747,1,39,40,1,6,0,7,1,5,0,6,238716,236121,238421,-2300,197846,branch,9743,0,12,0,10,0,2,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
3e4713c2de27c37f9d10825b15f29f704776e6fa,895,59,954,0,0,0,578,14,2,1,15,1,0,0,1,0,0,0,0,15,2,1,16,588,37,0,625,307,22,0,329,862,59,0,921,27,1,28,3,1,0,4,3,1,0,4,313965,54798,313331,0,273203,workspace,6376,77,3919,66,3595,11,324,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
efb34a125e093ba0c3565d8cba004a633eae393b,5,43,48,0,0,0,580,1,3,0,4,0,0,0,0,0,0,0,0,1,3,0,4,4,24,0,28,1,19,0,20,5,43,0,48,2,1,3,2,1,0,3,2,1,0,3,204454,37242,203917,-44401,166675,workspace,6701,94,4198,84,3845,10,353,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
0cd11b3e5404fa6fca7538098bcf315343d1a237,617,180,796,1,0,0,581,68,5,2,71,0,3,0,3,2,0,0,2,70,8,2,76,272,141,1,412,342,39,0,381,612,178,1,789,39,4,43,4,1,1,4,5,1,1,5,557150,452625,537005,375135,513278,workspace,7413,0,4660,0,4235,0,425,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4a2a7a21e5e8bf0d11abd214d372729eb9eb8d0c,796,7,803,0,0,0,582,71,3,1,73,3,0,0,3,2,0,0,2,76,3,1,78,412,3,0,415,381,4,0,385,789,7,0,796,44,1,45,4,1,1,4,5,1,1,5,557317,516929,557150,0,479660,workspace,7415,0,4661,0,4235,0,426,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
6fe84fa8797652e3bf5f273e980b7d379ee728a3,1,2,3,0,0,0,583,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,2,0,1,0,1,1,2,0,3,1,1,2,1,1,0,2,1,1,0,2,29712,7096,29682,-22586,22586,workspace,9735,0,6402,0,5829,0,573,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
1da40d63b13c46782046b03baa92c4f95f3b2a67,12,234,246,0,0,0,585,3,9,0,12,0,0,0,0,0,0,0,0,3,9,0,12,8,178,0,186,4,56,0,60,12,232,0,244,2,3,5,2,2,0,4,2,1,0,3,57839,51413,54552,2394,3684552,branch,7421,0,4663,0,4235,0,428,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
48519861877327743d6accbde9b65a095265b0b0,1308,593,1901,0,0,0,586,75,5,1,79,3,1,0,4,3,1,0,4,81,7,1,87,798,302,0,1100,507,291,0,798,1299,593,0,1892,65,1,66,6,1,0,7,5,1,0,6,837533,834093,837461,0,817224,workspace,7423,0,4664,0,4235,0,429,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
9c4e33f085c40a4cbf221c5b76830fcf062880a2,466,22,488,0,0,0,588,37,1,0,38,5,0,0,5,0,0,0,0,42,1,0,43,323,16,0,339,142,6,0,148,455,22,0,477,43,1,44,5,1,0,6,5,1,0,6,2394352,1609930,2394231,0,2350862,workspace,5504,41,3322,31,3105,10,217,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
fe6d43b3e0c3d7c9f4742873e33e54237f4efe9f,398,5,403,0,0,0,589,24,2,1,25,5,0,0,5,0,0,0,0,29,2,1,30,273,2,0,275,125,3,0,128,389,5,0,394,34,2,36,6,1,1,6,6,1,1,6,2321379,142456,2321358,1253,2276195,workspace,5507,42,3323,31,3105,11,218,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
901045b0bbc6c1028d1347878363607bb4716d92,6,287,293,0,0,0,590,1,5,0,6,0,0,0,0,0,0,0,0,1,5,0,6,4,212,0,216,2,75,0,77,6,287,0,293,1,6,7,1,1,0,2,1,1,0,2,172082,35383,148029,-80234,112646,workspace,7367,0,4631,0,4209,0,422,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
1bc9cb4105d432e27bc1b18397ac1c1a5630a781,8939,22,8961,0,0,0,591,75,1,0,76,1,0,0,1,65,0,0,65,141,1,0,142,2721,16,0,2737,6218,6,0,6224,8848,22,0,8870,241,1,242,10,1,0,11,10,1,0,11,11372503,44835,11191327,0,11151391,workspace,4466,49,2687,45,2603,4,84,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
56320f479e13bd643168d4f7217407490dbaf9ca,12,111,123,0,0,0,593,1,4,0,5,0,0,0,0,0,0,0,0,1,4,0,5,12,101,0,113,0,10,0,10,12,111,0,123,2,2,4,1,1,0,2,1,1,0,2,806967,591739,758769,-166695,662868,workspace,4480,12,2698,9,2612,3,86,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
c0ddee2b5bcbb8b6a41cd7876fefa7abe337fdcc,7,2,9,0,0,0,595,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,4,4,1,0,5,7,2,0,9,1,1,2,1,1,0,2,1,1,0,2,50796,9130,50515,-41385,41385,workspace,2807,186,1123,184,1095,2,28,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
78bdc08de7191e81c198832b4dd62de15c549027,65,19,84,0,0,0,597,9,2,0,11,0,0,0,0,0,0,0,0,9,2,0,11,42,18,0,60,23,1,0,24,61,19,0,80,5,1,6,2,1,0,3,2,1,0,3,148280,75457,147952,-3817,72495,workspace,5538,29,3346,17,3121,12,225,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
1d3ca088f257a131e44b735a5f99e93c7d5c5cfd,7,30,37,0,0,0,598,2,2,0,4,0,0,0,0,0,0,0,0,2,2,0,4,6,23,0,29,1,7,0,8,7,29,0,36,1,1,2,1,1,0,2,1,1,0,2,361728,357167,357744,-577,577,workspace,5604,23,3380,15,3143,8,237,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
c5dc801498afff20dc3f1e2673e6647333d77a2b,126,2,128,0,0,0,599,6,1,0,7,0,0,0,0,0,0,0,0,6,1,0,7,115,1,0,116,11,1,0,12,126,2,0,128,5,1,6,2,1,0,3,2,1,0,3,861247,127639,858572,-368199,730933,workspace,4484,13,2700,10,2613,3,87,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
02e4b7da89cbf51c6de5f9ae842f76b4bd74669a,903,25,927,2,0,0,600,49,1,1,49,6,0,0,6,4,0,0,4,59,1,1,59,559,18,1,576,344,7,0,351,898,21,1,918,71,1,72,5,1,1,5,5,1,1,5,3253528,160793,3206887,0,3177698,workspace,7299,0,4595,0,4178,0,417,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4566309dd5ab5c8e4d67a59011cdf27bd63ed0b0,25,7,32,0,0,0,601,2,1,0,3,0,0,0,0,0,0,0,0,2,1,0,3,17,5,0,22,8,2,0,10,25,7,0,32,1,2,3,1,1,0,2,1,1,0,2,173839,127262,133982,0,73634,workspace,4340,32,2574,30,2497,2,77,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
6e96f8b4783d46e2b9e245bf3144f023c5296a38,5,8,13,0,0,0,602,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,4,7,0,11,1,1,0,2,5,7,0,12,1,2,3,1,2,1,2,1,2,1,2,35432,28538,35417,0,6904,branch,5150,113,3132,94,2970,19,162,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
047f9b3714aa46919014dc9c3f146286127acacf,25,66,91,0,0,0,603,6,3,1,8,0,2,0,2,0,0,0,0,6,5,1,10,14,39,0,53,11,27,0,38,25,66,0,91,5,3,8,1,1,0,2,1,1,0,2,186441,173381,184231,16323,33499,workspace,5067,124,3073,94,2922,30,151,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
f7c14eddd81dfb89111b482cf49289d9d0135cc2,877,6,883,0,0,0,604,45,1,1,45,0,0,0,0,8,0,0,8,53,1,1,53,351,6,0,357,525,0,0,525,873,6,0,879,19,2,21,1,1,0,2,1,1,0,2,512245,432735,436938,-3807,433061,workspace,4184,83,2423,79,2353,4,70,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
143d5b732885a5186dd976ce1b74a91bcb417ead,2,26,28,0,0,0,605,1,2,0,3,0,1,0,1,0,0,0,0,1,3,0,4,0,26,0,26,2,0,0,2,2,26,0,28,1,3,4,1,1,0,2,1,1,0,2,23256,4026,7675,-3572,3649,workspace,5146,111,3129,94,2969,17,160,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
a1bb71a02cf4e36147544f32263100aa1b415515,369,35,404,0,0,0,606,13,1,0,14,1,0,0,1,1,0,0,1,15,1,0,16,243,20,0,263,126,15,0,141,345,35,0,380,14,1,15,3,1,0,4,3,1,0,4,118080,60464,103669,-43205,75131,workspace,5162,120,3139,98,2974,22,165,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
72b038d201b15c6c8c1167ac5a928c5edbda4e5e,1312,122,1434,0,0,0,608,27,3,1,29,3,2,0,5,0,0,0,0,30,5,1,34,939,117,0,1056,373,5,0,378,1275,122,0,1397,86,4,90,7,1,0,8,7,1,0,8,1526242,126465,1525524,82973,1488713,workspace,6383,80,3922,68,3597,12,325,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
068bdbbc9153834736a6f80b1457abd7612abbe9,1156,41,1197,0,0,0,614,28,1,0,29,5,0,0,5,2,0,0,2,35,1,0,36,1004,34,0,1038,152,7,0,159,1150,38,0,1188,41,1,42,11,1,1,11,9,1,0,10,3885430,95392,3854736,-86258,3759344,workspace,5583,3,76,1,74,2,2,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
fd7e3cb18f55e05795180b782a1b61dc602b6ac4,135,26,161,0,0,0,615,8,2,0,10,3,0,0,3,0,0,0,0,11,2,0,13,106,20,0,126,29,6,0,35,131,26,0,157,8,3,11,2,1,0,3,1,1,0,2,38736,5983,15298,3683,13111,workspace,9715,0,6389,0,5820,0,569,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
a864e9a348dba4f4630999cb7a65c2ed3ce09308,209,204,413,0,0,0,616,14,6,1,19,2,0,0,2,0,0,0,0,16,6,1,21,145,128,0,273,64,76,0,140,208,202,0,410,24,7,31,8,1,0,9,7,1,0,8,689060,421400,655440,345761,6904637,workspace,5616,28,3385,19,3147,9,238,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
544f3e5b45c7452c7bb90a630ec0904c4808113e,21374,83,21457,0,0,0,618,124,5,5,124,128,0,0,128,20,0,0,20,272,5,5,272,17348,47,0,17395,4025,36,0,4061,21259,83,0,21342,1141,2,1143,47,1,1,47,45,1,1,45,26845950,425674,26843443,-70164,26644093,branch,5620,30,3387,20,3148,10,239,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
1f393f1a8b4ffba6f4b81a42e5f1b51e6b771f63,2556,33,2589,0,0,0,619,74,2,1,75,8,1,0,9,0,0,0,0,82,3,1,84,1464,33,0,1497,1092,0,0,1092,2492,33,0,2525,55,1,56,5,1,1,5,4,1,1,4,336486,39565,336433,0,301216,workspace,9722,0,6395,0,5825,0,570,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
e7a4bcc6fed37afbba423e4c41df6043d7158b3f,1594,25,1619,0,0,0,620,12,4,2,14,0,0,0,0,9,0,0,9,21,4,2,23,55,22,0,77,1539,3,0,1542,1593,25,0,1618,7,1,8,1,1,0,2,1,1,0,2,348169,54587,301293,-178743,246706,workspace,4193,84,2431,79,2360,5,71,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
eef8118af0bb353f38e8b6ae0f2881ca4d7f71d3,382,26,408,0,0,0,621,18,2,2,18,5,0,0,5,0,0,0,0,23,2,2,23,264,11,0,275,118,15,0,133,377,26,0,403,20,1,21,4,1,1,4,4,1,1,4,81317,9182,81284,-31393,72102,workspace,9724,0,6396,0,5825,0,571,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
9b513b8a7a6fd1986ac8c4f7778f3ad3b54edfbb,408,46,454,0,0,0,622,18,7,0,25,5,0,0,5,0,0,0,0,23,7,0,30,275,23,0,298,133,23,0,156,403,46,0,449,22,1,23,4,1,0,5,4,1,0,5,81383,13051,81317,-27524,68266,workspace,9726,0,6397,0,5825,0,572,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4458fed97270d72c16683b5a11bf70836102a736,1731,4,1734,1,0,0,623,49,1,1,49,6,0,0,6,2,0,0,2,57,1,1,57,1421,4,1,1424,310,0,0,310,1717,4,1,1720,94,1,95,17,1,1,17,16,1,1,16,6630534,275947,6525144,-45826,6249197,workspace,5586,4,77,1,74,3,3,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
dd9cb2c872188a2eabe20b4afdf2865969bcff70,4,5,9,0,0,0,625,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,4,3,0,7,0,2,0,2,4,5,0,9,2,1,3,2,1,0,3,2,1,1,2,108494,104912,105390,0,6354587,workspace,5588,19,3374,15,3142,4,232,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
ae86e24ff6e15469aab4ce528d7ec7e487f3bcb7,4483,1231,5714,0,0,0,626,58,3,2,59,2,3,0,5,45,0,0,45,105,6,2,109,1840,1230,0,3070,2643,1,0,2644,4480,1231,0,5711,127,1,128,9,1,0,10,9,1,0,10,8034264,7668256,8034225,0,7861359,branch,4500,22,2713,17,2624,5,89,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
3533218d6d7e15384262bf478d5ebf5e191f96ff,75,21,96,0,0,0,627,19,2,0,21,0,0,0,0,0,0,0,0,19,2,0,21,50,19,0,69,24,2,0,26,73,21,0,94,8,2,10,1,1,0,2,1,1,0,2,72994,49816,55923,11,12554,workspace,5470,173,3312,125,3099,48,213,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
48e2586ec80dd883d83cd57bffcad9c97c1e7599,218,13,231,0,0,0,628,23,3,1,25,0,2,0,2,0,0,0,0,23,5,1,27,160,11,0,171,58,2,0,60,210,13,0,223,32,2,34,7,1,0,8,7,1,0,8,2855203,289805,2854906,6209,6358711,workspace,5591,5,78,1,74,4,4,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
7b01edce056394c19efc92a3db46562982b5c36c,2,8,10,0,0,0,629,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,4,0,5,1,4,0,5,2,8,0,10,1,2,3,1,2,1,2,1,2,1,2,1308070,986297,1308029,-321732,330297,branch,5491,40,3320,31,3105,9,215,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
5bab9574f615ef41bc0ae85c161e2a88a55bd86c,2,196,198,0,0,0,630,1,13,0,14,0,1,0,1,0,0,0,0,1,14,0,15,1,128,0,129,1,68,0,69,2,196,0,198,1,10,11,1,2,0,3,1,2,0,3,410934,321773,405024,0,210033,workspace,5502,40,3321,31,3105,9,216,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
0bd27608a6e463a66a9959cda823cd80808d38db,40,18,58,0,0,0,631,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,40,9,0,49,0,9,0,9,40,18,0,58,1,1,2,1,1,0,2,1,1,0,2,21512,6825,21380,-14555,14555,workspace,11203,0,7172,0,6571,0,601,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
c164c94d7994ec7b2cc0a5de1deeed319c8c63b4,461,334,795,0,0,0,632,6,1,0,7,2,0,0,2,0,0,0,0,8,1,0,9,445,188,0,633,16,146,0,162,461,240,0,701,6,1,7,2,1,0,3,2,1,0,3,10173,4103,9952,-3862,5849,workspace,10070,0,6601,0,6019,0,582,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
e88daeba11ef9d0382b17df8cf0ed711f0adadb1,1013,7,1020,0,0,0,633,6,1,1,6,6,0,0,6,1,0,0,1,13,1,1,13,831,4,0,835,182,3,0,185,1012,7,0,1019,6,1,7,1,1,1,1,1,1,1,1,82500,80893,81837,0,76519,branch,1800,32,170,29,166,3,4,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
a337685fe0ab9c63b9456f27787bbe4f0d785a94,272,16279,16551,0,0,0,635,3,280,3,280,2,130,0,132,0,6,0,6,5,416,3,418,272,12680,0,12952,0,3598,0,3598,272,16135,0,16407,5,353,358,1,25,0,26,1,5,0,6,6486390,6445840,6485446,6325107,6478937,branch,10844,0,1,0,0,0,1,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
5c42101ee973131196b07661adc95670f2ed6693,1511,713,2224,0,0,0,637,75,4,1,78,7,5,0,12,0,0,0,0,82,9,1,90,1011,713,0,1724,500,0,0,500,1496,713,0,2209,95,10,105,5,1,0,6,3,1,0,4,849956,821364,838848,778954,804251,branch,11467,0,7334,0,6730,0,604,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
0272e63527e0b06644e178c51508baf1cf96afa2,144,46,190,0,0,0,638,6,2,0,8,0,0,0,0,0,0,0,0,6,2,0,8,99,22,0,121,45,24,0,69,144,46,0,190,9,1,10,4,1,0,5,4,1,0,5,280778,212569,279836,0,170248,workspace,11210,0,7175,0,6572,0,603,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
18fed9f586ad6a940bdbd62c8a608c7169080800,5,2,7,0,0,0,639,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,3,1,0,4,2,1,0,3,5,2,0,7,1,1,2,1,1,0,2,1,1,0,2,69425,3652,32222,-28570,28570,workspace,11161,0,7151,0,6552,0,599,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
6bd8037b8dc3a6e9d820d412d23fff99ec0c21a6,13,169,182,0,0,0,640,2,4,1,5,0,2,0,2,0,0,0,0,2,6,1,7,8,119,0,127,5,50,0,55,13,166,0,179,2,6,8,2,1,0,3,1,1,0,2,102317,79161,92914,-13553,31513,workspace,11158,0,7150,0,6552,0,598,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
218633548ffb86c3ec6628e23e9dafd277880056,220,4,224,0,0,0,641,6,2,1,7,0,0,0,0,0,0,0,0,6,2,1,7,133,2,0,135,87,2,0,89,220,4,0,224,10,1,11,4,1,1,4,4,1,1,4,256719,78621,255740,0,230127,workspace,5435,174,3284,123,3074,51,210,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
21d1a3b57cc37cc8c13eaf24faf0743259afdb9a,16,128,143,1,2,0,642,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,11,71,1,81,5,57,0,62,16,124,1,139,2,3,5,2,1,1,2,2,1,1,2,321634,201581,310667,-26060,109922,workspace,6970,21,4413,14,4032,7,381,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
