commit,branch1,branch2,merge,rework,wasted,extra,merge_commits_count,files_edited_b1,files_edited_b2,files_edited_intersection,files_edited_union,files_add_b1,files_add_b2,files_add_intersection,files_add_union,files_rm_b1,files_rm_b2,files_rm_intersection,files_rm_union,files_changed_b1,files_changed_b2,files_changed_intersection,files_changed_union,lines_add_b1,lines_add_b2,lines_add_intersection,lines_add_union,lines_rm_b1,lines_rm_b2,lines_rm_intersection,lines_rm_union,lines_changed_b1,lines_changed_b2,lines_changed_intersection,lines_changed_union,commits_b1,commits_b2,commits_total,authors_b1,authors_b2,authors_intersection,authors_union,committers_b1,committers_b2,committers_intersection,committers_union,time_total,time_min_total,time_max_total,time_min_branch,time_max_branch,merge_type,project_commits,developer_commits_in_window_of_time,developer_commits_until_merge,developer_no_merges_in_window_of_time,developer_no_merges_until_merge,developer_merges_in_window_of_time,developer_merges_until_merge,project
7c7f3a89d1e559b659ff75bf44a23bdbca4562e5,138,6,144,0,0,0,356,6,1,1,6,4,0,0,4,0,0,0,0,10,1,1,10,99,2,0,101,39,4,0,43,133,6,0,139,12,2,14,2,2,0,4,2,1,0,3,73361,37875,67504,28845,60137,branch,10185,0,6677,0,6088,0,589,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
ac8e72a95d3a4f9f6988bcf4b1f12cb14ef7ec24,4757,59,4816,0,0,0,357,31,3,0,34,21,0,0,21,1,0,0,1,53,3,0,56,2924,50,0,2974,1833,9,0,1842,4473,59,0,4532,70,1,71,6,1,0,7,6,1,0,7,162832,132811,162517,0,138130,workspace,10132,0,6652,0,6067,0,585,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
f5c208230451c2f8446b639a4458a255e14778fb,304,20,317,0,11,3,358,10,3,3,10,1,0,0,1,0,0,0,0,11,3,3,11,123,16,0,139,181,4,0,185,303,20,1,322,8,1,9,1,1,1,1,1,1,1,1,139217,4485,138736,-86835,134251,workspace,1918,3,274,3,262,0,12,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
e8e491bdbf86b95e2ce2beac2a7062c57bfd9e5d,36,646,682,0,0,0,359,2,4,0,6,0,4,0,4,0,0,0,0,2,8,0,10,31,645,0,676,5,1,0,6,36,646,0,682,1,3,4,1,1,0,2,1,1,0,2,121477,79079,121151,-42072,111695,branch,1881,83,238,73,227,10,11,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
357b965b4455422cfdeb2676befda31d017f944f,567,1532,2093,2,6,0,360,7,13,5,15,3,9,0,12,0,1,0,1,10,23,6,27,563,1288,1,1850,4,244,1,247,567,1531,3,2095,18,6,24,3,1,1,3,1,1,1,1,444255,441948,442280,-330,442185,branch,1875,81,235,72,225,9,10,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
27467189ab184c5d098e244e01f7d1bfdb0d4d45,457,9246,9703,0,0,0,361,3,178,1,180,2,46,0,48,0,1,0,1,5,225,1,229,457,6021,0,6478,0,3225,0,3225,457,9152,0,9609,12,490,502,1,38,0,39,1,8,0,9,12841169,12806572,12840162,12747729,12809435,branch,11362,0,19,0,17,0,2,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
83e6c01e4d393f642231ed76e7a44804ec781f66,284,27,311,0,0,0,362,5,4,1,8,0,0,0,0,1,0,0,1,6,4,1,9,124,7,0,131,160,20,0,180,284,27,0,311,8,2,10,1,1,1,1,1,1,1,1,1219485,928366,1219391,504302,1142703,branch,1790,13,160,13,158,0,2,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
f15965e205a5c11adca6b08c14c8fffccdcc9cc5,1548,4,1552,0,0,0,363,9,1,0,10,9,0,0,9,1,0,0,1,19,1,0,20,1302,4,0,1306,246,0,0,246,1547,4,0,1551,4,1,5,1,1,1,1,1,1,1,1,3460,1919,3404,-1485,3325,branch,1842,10,212,9,205,1,7,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
f64983f8791f8c1bcd33bae02cdaaa3f369421e1,1548,13,1561,0,0,0,364,9,2,0,11,9,0,0,9,1,0,0,1,19,2,0,21,1302,5,0,1307,246,8,0,254,1547,13,0,1560,1,1,2,1,1,1,1,1,1,1,1,11093,56,11058,-11002,11002,branch,1844,11,214,10,206,1,8,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
b0b41cbbe6e316d63f196d8043b636a9050376fc,274,7335,7609,0,0,0,365,3,14,1,16,2,2,0,4,0,79,0,79,5,95,1,99,274,162,0,436,0,7173,0,7173,274,7335,0,7609,2,14,16,2,3,0,5,2,2,0,4,270595,43673,239868,2403,199318,branch,10860,0,7,0,6,0,1,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
1bfd8110affb394d648911a33c941f5d44e2422f,298,10,308,0,0,0,366,5,2,0,7,0,0,0,0,1,0,0,1,6,2,0,8,135,5,0,140,163,5,0,168,298,10,0,308,2,1,3,1,1,1,1,1,1,1,1,168013,162695,167972,0,167878,branch,1793,14,163,14,160,0,3,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
acfa846aab4ed2c5acb00c9d4eab6b80c13114fd,2116,27,2143,0,0,0,367,58,1,1,58,8,1,0,9,0,0,0,0,66,2,1,67,1621,23,0,1644,493,4,0,497,1895,27,0,1922,48,1,49,4,1,1,4,5,1,1,5,412051,23795,411876,-284,388081,workspace,10084,0,6613,0,6030,0,583,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
e4f1bf88e93ae9a331339071f631a5b5cd9ee346,0,10,10,0,0,0,368,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,5,0,5,0,5,0,10,0,10,2,2,4,1,1,0,2,1,1,0,2,11929,11167,11235,37,225,workspace,10119,0,6640,0,6056,0,584,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
f114153481b81320e73e55cc5524680cd8f5ebfc,3541,383,3924,0,0,0,370,18,5,1,22,5,4,0,9,1,0,0,1,24,9,1,32,1960,288,0,2248,1581,95,0,1676,3539,383,0,3922,35,2,37,3,1,1,3,3,1,1,3,256553,13150,243246,112,239612,workspace,10284,0,6712,0,6122,0,590,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
52a8116e71636f05053c959675b3abcb745e921a,55,305,360,0,0,0,371,2,5,0,7,4,1,0,5,0,0,0,0,6,6,0,12,44,169,0,213,11,136,0,147,55,302,0,357,2,3,5,1,1,0,2,1,1,0,2,36830,6445,6508,-36,4914,workspace,9970,0,6544,0,5968,0,576,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
32f9dbbae5e3e1cce43d372db5564da378947388,8,86,94,0,0,0,372,1,2,0,3,0,0,0,0,0,0,0,0,1,2,0,3,6,44,0,50,2,42,0,44,8,68,0,76,1,2,3,1,1,0,2,1,1,1,1,27864,26951,27782,-831,910,branch,10019,0,6566,0,5987,0,579,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
af048816555046d83f2cc4813d61e0430321476e,1008,1177,2185,0,0,0,373,26,6,2,30,4,4,0,8,2,0,0,2,32,10,2,40,563,1157,0,1720,445,20,0,465,982,1172,0,2154,27,2,29,6,1,1,6,5,1,0,6,243915,230046,242087,158189,190293,workspace,10022,0,6567,0,5987,0,580,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
0181e66250302516863eaa4e25bb5b4b10807e2b,3251,85,3319,17,42,29,375,41,9,6,44,7,0,0,7,2,0,0,2,50,9,6,53,1727,70,4,1793,1524,15,6,1533,3216,85,12,3289,56,2,58,2,1,1,2,2,1,1,2,9523528,320514,9513691,-129913,9193260,branch,1713,34,84,33,83,1,1,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
61133b52687ac96dd4171d189d9770cae2ae7a6c,2,6,8,0,0,0,376,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,2,3,0,5,0,3,0,3,2,6,0,8,1,1,2,1,1,1,1,1,1,1,1,29176,354,29132,-28778,28778,branch,9980,0,6552,0,5974,0,578,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
94c73e84d58b538736e62a66842c13e566f51f31,1021,713,1734,0,0,0,377,20,4,1,23,2,5,0,7,0,0,0,0,22,9,1,30,710,713,0,1423,311,0,0,311,1016,713,0,1729,18,30,48,3,3,1,5,3,3,1,5,209758,28592,208952,-33465,20401863,branch,11486,0,7349,0,6744,0,605,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
3361f85f8ea2d153d6f5457cbae511e33a09e994,504,146,650,0,0,0,378,19,4,1,22,5,1,0,6,0,0,0,0,24,5,1,28,301,131,0,432,203,15,0,218,501,141,0,642,15,2,17,4,1,0,5,4,1,0,5,186086,131748,183557,109409,161812,workspace,9976,0,6548,0,5971,0,577,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
bd7cf8dbd5b2d7db662a5f961cb2863fd2e73f14,34,45,79,0,1,1,380,13,2,2,13,0,0,0,0,0,0,0,0,13,2,2,13,21,32,0,53,13,13,0,26,34,45,0,79,2,1,3,2,1,1,2,2,1,1,2,466986,311450,466568,0,250776,branch,5712,0,3448,0,3201,0,247,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4eb150a14ce07b54d388048a8808176681f369d3,357,14,371,0,0,0,382,2,1,0,3,0,1,0,1,0,0,0,0,2,2,0,4,243,14,0,257,114,0,0,114,343,14,0,357,2,1,3,2,1,1,2,2,1,1,2,131893,121655,130265,0,11318,workspace,4584,59,2778,51,2681,8,97,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
91bc446e4bb1ddb30a080faaea9c1709a5f76a43,371,2,373,0,0,0,383,3,1,0,4,1,0,0,1,0,0,0,0,4,1,0,5,257,1,0,258,114,1,0,115,357,2,0,359,4,1,5,2,1,1,2,2,1,1,2,131961,128116,131893,0,12946,workspace,4586,60,2779,51,2681,9,98,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
aae90a8671d4fdb46ede2669e6713a559b9d3fbb,58,35,93,0,0,0,384,5,3,0,8,0,0,0,0,0,0,0,0,5,3,0,8,41,23,0,64,17,12,0,29,58,34,0,92,3,1,4,1,1,0,2,1,1,0,2,8344,7692,7711,0,4570,workspace,5238,136,3170,102,2990,34,180,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
d6f097312873596a7eef12c55d20375ab035f2cd,85,14,99,0,0,0,388,4,2,0,6,0,0,0,0,0,0,0,0,4,2,0,6,59,11,0,70,26,3,0,29,85,14,0,99,3,1,4,1,1,0,2,1,1,0,2,18754,5156,18595,0,14050,workspace,5302,149,3197,104,3003,45,194,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4a535211d8a9ef80e859925694e1b06e76f62196,9536,10,9545,1,0,0,392,90,1,1,90,52,0,0,52,0,0,0,0,142,1,1,142,7363,9,1,7371,2172,1,0,2173,9381,10,1,9390,393,1,394,11,1,0,12,11,1,0,12,4361449,95052,4352674,-39852,4257622,workspace,5281,144,3186,101,2997,43,189,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
95d9b43b425a57575c4c147a105cbe69d78854eb,56,11,67,0,0,0,394,4,2,0,6,0,0,0,0,0,0,0,0,4,2,0,6,34,8,0,42,22,3,0,25,56,11,0,67,3,2,5,2,1,0,3,2,1,0,3,11374,268,11042,0,4268664,workspace,5285,146,3188,102,2998,44,190,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
8a3363a269cda134a60d5061e93d09363b5586af,1928,2,1930,0,1,1,395,50,1,1,50,7,0,0,7,2,0,0,2,59,1,1,59,1564,2,0,1566,364,0,0,364,1911,2,0,1913,116,1,117,18,1,0,19,17,1,0,18,6609708,205628,6608971,-147966,6403343,branch,5630,36,3393,24,3152,12,241,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4e483dbf9a15e7b9605cc80b400d5a1746735d8e,20,296,316,0,0,0,396,1,4,0,5,0,1,0,1,0,0,0,0,1,5,0,6,11,37,0,48,9,259,0,268,20,296,0,316,3,1,4,2,1,0,3,2,1,0,3,3250,2352,3138,0,38210,workspace,5268,141,3182,101,2996,40,186,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
7684b24959ebe49da036d14ed75d585e7afe2da6,651,26,677,0,0,0,397,13,3,0,16,0,2,0,2,0,0,0,0,13,5,0,18,386,22,0,408,265,4,0,269,539,24,0,563,15,2,17,2,1,0,3,2,1,0,3,73095,69235,71215,2934,37465,workspace,5314,159,3207,113,3012,46,195,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
31811657fa3d097b6399ae8ec83c180ed4f38afe,78,9,87,0,0,0,398,7,2,0,9,0,0,0,0,0,0,0,0,7,2,0,9,46,5,0,51,32,4,0,36,78,9,0,87,8,2,10,3,1,0,4,3,1,0,4,23131,13971,14527,8592,4272149,workspace,5290,149,3191,104,3000,45,191,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
e690fe4a3e13ba1720c2012c9909a6aaf2d8ec8d,38,82,120,0,0,0,401,4,3,0,7,0,0,0,0,0,0,0,0,4,3,0,7,29,56,0,85,9,26,0,35,38,82,0,120,4,5,9,2,1,1,2,2,1,0,3,90063,79131,90043,-8270,21162,workspace,5278,142,3184,100,2996,42,188,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
f3133a8e9ee9095daed3261056e9bc2f4b129dfb,23,154,177,0,0,0,402,6,12,0,18,0,0,0,0,0,0,0,0,6,12,0,18,12,99,0,111,11,55,0,66,23,154,0,177,4,4,8,1,1,0,2,1,1,0,2,41196,13056,40617,-13814,27562,workspace,6686,0,4186,0,3836,0,350,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
bc06ef0edb79b1b1fbaef8dffec223285ac72b3a,228,110,324,4,14,0,403,9,3,1,11,0,0,0,0,0,0,0,0,9,3,1,11,195,75,0,270,33,35,4,64,228,107,4,331,3,6,9,1,1,0,2,1,1,0,2,31045,4713,26404,-986,23672,branch,5248,140,3174,105,2993,35,181,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
971dca588eea698c3a59a4da147180c138b16365,157,181,338,0,0,0,404,8,2,0,10,0,0,0,0,0,0,0,0,8,2,0,10,101,128,0,229,56,53,0,109,157,181,0,338,15,5,20,3,1,0,4,2,1,0,3,362177,333570,346929,155,89436,workspace,4562,43,2761,38,2667,5,94,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
17e48ba81e4bb339b7bc08aed9b42c592bdbcd01,33,950,982,1,0,0,406,4,3,3,4,2,1,0,3,0,0,0,0,6,4,3,7,29,496,1,524,4,454,0,458,33,948,3,978,3,3,6,2,2,1,3,2,1,1,2,83253,68687,83112,-8372,77185,branch,5220,127,3161,97,2985,30,176,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
a61dce88e85fdc3d8cc19347b156e2e408f3f405,153,684,837,0,0,0,408,10,7,0,17,1,0,0,1,0,0,0,0,11,7,0,18,100,4,0,104,53,680,0,733,153,684,0,837,4,1,5,1,1,1,1,1,1,1,1,173017,121006,126199,-90,5193,workspace,8984,0,5819,0,5274,0,545,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
c2a0d47c7b15483efa565ab2b6d9fa836e3a8818,0,8,8,0,0,0,409,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,5,0,3,0,3,0,8,0,8,1,1,2,1,1,0,2,1,1,0,2,7347,1907,3953,-2046,2046,workspace,5255,139,3178,105,2995,34,183,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
08bed142bac5b245d72810f08c2170df671cba5c,982,2,984,0,0,0,411,4,1,0,5,3,0,0,3,0,0,0,0,7,1,0,8,524,2,0,526,458,0,0,458,978,2,0,980,7,1,8,3,1,1,3,2,1,0,3,93154,83253,92612,-9359,15553,workspace,5222,128,3162,97,2985,31,177,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
511f5e891dcba126bf6159bb1f816a3d25895f00,5626,136,5761,3,2,2,413,66,3,3,66,24,2,0,26,1,0,0,1,91,5,3,93,4533,135,1,4667,1093,1,0,1094,5610,136,7,5739,303,2,305,13,1,0,14,12,1,0,13,13163988,14380,13137329,-332669,13123010,workspace,3136,40,1425,37,1380,3,45,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
3c4079edc88deedb01128663bed8040617f0877c,984,96,1080,0,0,0,414,5,2,0,7,3,0,0,3,0,0,0,0,8,2,0,10,526,59,0,585,458,37,0,495,980,93,0,1073,9,2,11,3,1,1,3,3,1,1,3,102226,87584,93154,0,16095,workspace,5225,129,3163,97,2985,32,178,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
0d8e0e567479e723c986b2384c39a997f9065fa2,7,33,40,0,0,0,416,2,4,0,6,0,2,0,2,0,0,0,0,2,6,0,8,4,29,0,33,3,4,0,7,7,33,0,40,2,5,7,1,1,0,2,1,1,0,2,42336,12487,19886,-1429,16824,workspace,4858,73,2983,66,2857,7,126,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
81335df9a51740631e75614c1279634f937d650a,3092,121,3212,1,0,0,418,36,1,1,36,11,0,0,11,0,0,0,0,47,1,1,47,2565,58,1,2622,527,63,0,590,3055,120,1,3174,77,4,81,4,1,0,5,4,1,0,5,956611,705004,956505,529416,946655,workspace,5177,129,3148,105,2981,24,167,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4630cff2a6c116f1d474f459e6e759f5ce7f2003,538,1059,1601,0,1,7,421,15,8,3,20,1,5,0,6,1,0,0,1,17,13,3,27,281,1018,0,1299,257,41,0,298,508,1053,0,1561,24,10,34,4,1,0,5,4,1,0,5,326717,7027,255546,4099,255742,branch,5188,128,3149,104,2981,24,168,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4aabcf3d4ea99f60880b3bf2c14c53ac241a9846,1107,22,1129,0,0,0,423,17,4,0,21,3,0,0,3,0,0,0,0,20,4,0,24,783,12,0,795,324,10,0,334,1071,22,0,1093,39,3,42,3,1,0,4,3,1,0,4,961824,91417,912216,-274047,820799,workspace,6371,0,3915,0,3592,0,323,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
45aed516285d171a1d4113c4095e91dbb78eac60,4,6,10,0,0,0,424,2,1,0,3,0,0,0,0,0,0,0,0,2,1,0,3,3,5,0,8,1,1,0,2,4,6,0,10,2,1,3,1,1,0,2,1,1,0,2,178974,170884,176523,-5066,5639,workspace,2850,72,1165,69,1136,3,29,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
7a5f51eb9579f3738dfe60e1cc31ce40bac88b30,10,2,12,0,0,0,425,3,1,1,3,0,0,0,0,0,0,0,0,3,1,1,3,8,2,0,10,2,0,0,2,10,2,0,12,4,1,5,2,1,1,2,2,1,1,2,186222,174032,178974,-1918,4942,workspace,2852,73,1166,69,1136,4,30,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
39b59b7603c1e183dd20bb062b6279c2acc4ebd5,1460,4,1464,0,0,0,428,22,1,0,23,6,0,0,6,0,0,0,0,28,1,0,29,1221,2,0,1223,239,2,0,241,1453,4,0,1457,31,1,32,4,1,0,5,4,1,0,5,364778,48982,352759,0,309554,workspace,5193,127,3153,104,2984,23,169,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
2de2842bddf06847560f975933837923cba83db1,1122,224,1346,0,0,0,429,16,13,3,26,5,0,0,5,0,0,0,0,21,13,3,31,1053,120,0,1173,69,104,0,173,1116,224,0,1340,16,7,23,3,1,0,4,3,1,0,4,123415,76098,122991,1008,375609,workspace,5201,127,3154,104,2984,23,170,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
330fe87799ee41696683caf919905d79e550299f,13,10,23,0,0,0,430,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,5,5,0,10,8,5,0,13,13,10,0,23,1,1,2,1,1,0,2,1,1,1,1,359,209,319,-110,110,branch,9755,0,6416,0,5841,0,575,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
444b1c2ad8e2fd7eb42afccf18492350714fcb83,3,4779,4782,0,0,0,433,1,3,0,4,0,0,0,0,0,1,0,1,1,4,0,5,2,255,0,257,1,4524,0,4525,3,4776,0,4779,2,4,6,2,1,0,3,2,1,0,3,88712,28651,85933,-57268,59598,workspace,5210,127,3157,104,2984,23,173,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
6ceb2e26dcc542a8cf38e2e719348e848f354ac3,3,2,5,0,0,0,434,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,2,2,1,0,3,3,2,0,5,1,1,2,1,1,0,2,1,1,0,2,9115,2153,9019,-6866,6866,workspace,4546,37,2752,33,2659,4,93,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
b9cc29e15ab219102f09e19d61889c256eb0b487,6792,9,6801,0,0,0,435,67,3,2,68,6,0,0,6,46,0,0,46,119,3,2,120,3987,8,0,3995,2805,1,0,2806,6787,9,0,6796,169,1,170,12,1,0,13,12,1,0,13,10435655,56203,10435030,-536630,10378827,workspace,4522,28,2733,24,2642,4,91,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
ad9447cf92429929adda00ecbf1bdeb4b7502e6f,2,1641,1643,0,0,0,437,1,14,1,14,0,1,0,1,0,9,0,9,1,24,1,24,2,99,0,101,0,1542,0,1542,2,1640,0,1642,1,10,11,1,2,1,2,1,2,1,2,517832,107,440678,-233223,440571,branch,4196,85,2434,79,2362,6,72,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
1aff1b84ebb4ab863d9dda3ff740f7f94bbd362a,158,50,208,0,0,0,439,59,1,0,60,1,0,0,1,1,0,0,1,61,1,0,62,49,29,0,78,109,21,0,130,158,50,0,208,2,1,3,1,1,0,2,1,1,0,2,43999,33944,40998,-6912,7054,workspace,6407,0,3945,0,3619,0,326,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
869e800bbbe4008beeb3e3420e689aafd6e67aa7,29,14,43,0,0,0,440,4,3,0,7,0,2,0,2,0,0,0,0,4,5,0,9,25,13,0,38,4,1,0,5,29,14,0,43,2,2,4,1,1,0,2,1,1,0,2,104128,36606,103867,-66780,67261,workspace,6337,0,3888,0,3568,0,320,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
bec9f3c641e1376c0ef27d3df5a7b0a3fc7eee4f,159,1273,1432,0,0,0,443,9,5,0,14,0,22,0,22,0,0,0,0,9,27,0,36,91,1240,0,1331,68,33,0,101,155,1273,0,1428,14,7,21,3,2,1,4,3,1,0,4,359865,295192,359066,18,342847,branch,4830,55,2961,49,2837,6,124,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
30f4492afd9102b7b219c1a71803073c188f13ec,5,364,369,0,0,0,445,1,2,0,3,0,0,0,0,0,0,0,0,1,2,0,3,5,184,0,189,0,180,0,180,5,363,0,368,1,4,5,1,1,1,1,1,1,1,1,386092,152650,385892,-233242,308738,branch,4201,87,2439,80,2366,7,73,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
cdf356a331714c15b122927f1cd75253db5182bf,1544,2,1546,0,0,0,446,42,1,0,43,0,0,0,0,0,0,0,0,42,1,0,43,878,2,0,880,666,0,0,666,1526,2,0,1528,5,1,6,1,1,0,2,1,1,0,2,524962,447715,522717,-23910,75002,workspace,4023,22,2269,20,2205,2,64,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
ce6b2fce8c56a750ccb723e1e9299777d82b3659,54,135,189,0,0,0,447,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,20,74,0,94,34,61,0,95,53,131,0,184,3,1,4,1,1,0,2,1,1,0,2,87763,64289,85583,-18208,21294,workspace,6342,0,3892,0,3571,0,321,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4c103f67f9c4a9c65be1f5af9116c7e4250c763f,6997,22,7017,0,2,0,448,147,2,2,147,21,0,0,21,1,0,0,1,169,2,2,169,4853,14,0,4867,2144,8,0,2152,6947,22,0,6969,278,1,279,10,1,0,11,10,1,0,11,5494528,97935,5494402,-26257,5396467,branch,6706,0,4202,0,3848,0,354,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
1089fab0835aa12b91a924913b00039e42ff7891,8,744,752,0,0,0,451,1,59,0,60,0,5,0,5,0,0,0,0,1,64,0,65,6,454,0,460,2,290,0,292,8,739,0,747,1,39,40,1,6,0,7,1,5,0,6,238716,236121,238421,-2300,197846,branch,9743,0,12,0,10,0,2,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
3e4713c2de27c37f9d10825b15f29f704776e6fa,895,59,954,0,0,0,452,14,2,1,15,1,0,0,1,0,0,0,0,15,2,1,16,588,37,0,625,307,22,0,329,862,59,0,921,27,1,28,3,1,0,4,3,1,0,4,313965,54798,313331,0,273203,workspace,6376,77,3919,66,3595,11,324,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
efb34a125e093ba0c3565d8cba004a633eae393b,5,43,48,0,0,0,454,1,3,0,4,0,0,0,0,0,0,0,0,1,3,0,4,4,24,0,28,1,19,0,20,5,43,0,48,2,1,3,2,1,0,3,2,1,0,3,204454,37242,203917,-44401,166675,workspace,6701,94,4198,84,3845,10,353,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
0cd11b3e5404fa6fca7538098bcf315343d1a237,617,180,796,1,0,0,455,68,5,2,71,0,3,0,3,2,0,0,2,70,8,2,76,272,141,1,412,342,39,0,381,612,178,1,789,39,4,43,4,1,1,4,5,1,1,5,557150,452625,537005,375135,513278,workspace,7413,0,4660,0,4235,0,425,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
4a2a7a21e5e8bf0d11abd214d372729eb9eb8d0c,796,7,803,0,0,0,456,71,3,1,73,3,0,0,3,2,0,0,2,76,3,1,78,412,3,0,415,381,4,0,385,789,7,0,796,44,1,45,4,1,1,4,5,1,1,5,557317,516929,557150,0,479660,workspace,7415,0,4661,0,4235,0,426,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
6fe84fa8797652e3bf5f273e980b7d379ee728a3,1,2,3,0,0,0,457,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,2,0,1,0,1,1,2,0,3,1,1,2,1,1,0,2,1,1,0,2,29712,7096,29682,-22586,22586,workspace,9735,0,6402,0,5829,0,573,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
1da40d63b13c46782046b03baa92c4f95f3b2a67,12,234,246,0,0,0,459,3,9,0,12,0,0,0,0,0,0,0,0,3,9,0,12,8,178,0,186,4,56,0,60,12,232,0,244,2,3,5,2,2,0,4,2,1,0,3,57839,51413,54552,2394,3684552,branch,7421,0,4663,0,4235,0,428,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
48519861877327743d6accbde9b65a095265b0b0,1308,593,1901,0,0,0,460,75,5,1,79,3,1,0,4,3,1,0,4,81,7,1,87,798,302,0,1100,507,291,0,798,1299,593,0,1892,65,1,66,6,1,0,7,5,1,0,6,837533,834093,837461,0,817224,workspace,7423,0,4664,0,4235,0,429,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
9c4e33f085c40a4cbf221c5b76830fcf062880a2,466,22,488,0,0,0,462,37,1,0,38,5,0,0,5,0,0,0,0,42,1,0,43,323,16,0,339,142,6,0,148,455,22,0,477,43,1,44,5,1,0,6,5,1,0,6,2394352,1609930,2394231,0,2350862,workspace,5504,41,3322,31,3105,10,217,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
fe6d43b3e0c3d7c9f4742873e33e54237f4efe9f,398,5,403,0,0,0,463,24,2,1,25,5,0,0,5,0,0,0,0,29,2,1,30,273,2,0,275,125,3,0,128,389,5,0,394,34,2,36,6,1,1,6,6,1,1,6,2321379,142456,2321358,1253,2276195,workspace,5507,42,3323,31,3105,11,218,/Users/tayanemoura/Documents/git/manual_analysis/pandoc/
