commit,wasted
932be89c26d71244a5d78378c2c32a826ed6a31e,20
d407e76c42d5ae79791ff88d3bd5185e10ad6047,7
a9f7972844b70c8e94520f52080884bb1507171f,3
2f5bf2f7f20f29bad8c459824eaf33f2e0e483b5,4
e1795bc380896701dfbbf904a8089154aff04746,2
0e2056056fc8d70046c6e3a83c94c3f1b4ea70a4,3
9b10440dcd1a250c0c00cfcd83ae62a4ae6d2544,18
7b6c0bda9e94a9214445f83a4a469110b235dbde,18
9f89bebb7bffc3c2f3c7b0b80ab59a0b9d6d09b1,2
f81a8e89a1c2819bc0b39153023188f955d3c52c,2
af75a8559969a0646dc4187e509245f3b5778771,3
8fdec02fd1951dd8eb5cf6accd890d66b766edb3,8
47ca9f041cde277f9282da8116113a7117963ab6,3
c0894e62881480f2fdedc95a41101f1add03d419,3
e191f1f4141aec6b40d12af4835844deca134a1e,12
608d86013a8663ef5f2fc8c74998750ed2019149,30
c9083d85df460dd4661cdcd7d70fa7cb7b45a352,67
7e68491367ce60af078c0b53069a8011842bcd84,27
8eb1174a9ed35ba2735ec6874b0da87052185c9d,137
ebbd4fd5f06ac7a5c762fe3c8ee9684bf7fcf960,29
a1c4635558cbb0a311022a0c74258118d09d260e,2
11991a7d9069dc80a0548d1521d227a3233deb1a,105
3ad30d1bc061d6a414fdaef1dc13f85379076484,2
b9bfd888e551644c54971220ebf1f37effba4769,126
e161b079dee12b11c40df67cf422edeb84772bbe,56
5a55d5e44575ea70c20dfea108c8cc038e1463c5,88
672e704e4a409f5174f253f7a463653dd7e9cb7c,22
877716a79c9d649624b67b1fa328825e2c055cc9,6
9a2850c26af8fbf4766fd6d6795c6687eab44bbc,27
c1d053621c2c437505c22321e12b2d2e71976a00,3
8469c73576f76a3390cd93455cc4b2fea1d29154,254
ad081e4def36cba8070b1cc883f168df194c3bed,8
cabbd271a5f37042291c06b9f8bd6c641fbddfde,42
ec7946853a24855cc4e889f788195f57ce59ccab,168
073c074447c253111790c0472fb83f184e66814e,7
9194d3d3806f47941109a82ef1ff1f704e8e5b24,36
357168bcf63429e9472fb9fff1e1301f9514dca6,16
5a636383db9b199932576c3767cb44c958bc11db,16
42f7c45d7b856839fa613c22645d5bff5352fc87,4
a05f86ec101f2c3ee48758f03fca3125dbbf83b8,3
42f27d1b8eab9ea88d2e9faeb35f72dd72eca7b4,28
000f8bcd0360b7c81ed62e89e335a48777ab44c0,6
04ec796bda7919058d6a75cf11b9a387a207375a,6
dfd11eb2a5404d2b59073ebb8433f25c51ca084b,4
28eacd135162e34379b5c0146ad41a3601f35cd8,2
2aa659233810cb17e4748a52298d018fa9cb8d4a,47
fb06b8ba9371495d051d2fd815a21fb1c1392b73,2
0008a87cb14b7b5932d58578f06489dce5ef9484,9
35617366b581da3e4bbd0557a8fa164ba8406968,2
e9b6212de29a966f200833220ed35f51852f05f6,6
2aff557c6acbce2b2b604c6c620c66c892260062,15
13f86baa1d98c89e6ac176f182e7a1ebc7c260b7,40
e862a433d8e33787dd2ce14783e3afc511671d9f,5
9ab6f01839e3c0c025237ebf839ce8525c8d67d9,2
d2ec2e27f81989ec11d6d43529b792610776c85c,4
27744fe439c59182e608c381928817d64bb21d96,43
07b4d4b1a282d1968e0977bc34ed303ea26b1246,9
47d6b02f6c3d58141ace48bb5e8971cae56f8874,7
67e8f476b7d3c21686a2d453d052818ac92688b3,49
0d17477e2c7c3eec87d715b42d33eca4089ada6f,6
20b28fc7b0aaa41c1837bf234e599d1714bc4d35,49
c00b218a8f75ed3eb87c213d95bd5775c0af5e12,9
e63e0b65446b16af4f2016fcd034a650f93f4b88,3
835cc0f2e7098fbb548d7622110c4fdc0831809d,31
bf209013bff8f70facd9eada39009eff05f8e202,13
002ad7cd3901fe6e022f5f542d36e327bdbd7f50,498
26c2e3bf1a7127fd2e19f23cbfa29c3f999ecdb9,20
10531d48a0f91aea57eac7e1c6cf5857e601826e,5
1946ad4d8c089fcdd8aa82b0cd25e52d4443c1b7,6
983705cf137be209f2f83c0351d1c170471cbbdf,13
e3b7f0e184a0f21ef7e5c78e180fef258f9c73aa,10
6c9f44a3c2cc0c7094178438e65d2abc0f415b07,7
08667c26780dcdf2ef9ce410b2c78931a1e94e83,5
1a4d2e8b4da73d15721bce30279d16b3690bfbf2,4
71d008ebe4f96974433eecfd3575bc82eb4b06a8,58
00a61f30a05a76d10e04253987202e41f8703ebe,19
22a0249debb1b7dceee4820b6c067be3a7e88ccc,3
73e150fff735d99193b2ebef902625d6ee4c8209,3
208be6b54a91b7da699497d0bb361dbf542d6518,10
76d7676fccee4febb8ddb39f53a5b9a643cb2efd,3
047cf46e97541f6941cdb00cda009684e2aff5f1,6
c933f2c4cca367eed87de92e059f222486b66309,4
f6e8d54fcc17660a8c34512bdc73541664942a5f,9
c6953589f9c48a7420ea4284f404fb656ddf869f,4
54bbb9056801b778126a4bf5036d9d3638da1802,39
50617fce073ca3e360388b38a83341e37db92b80,25
e9348e107bafcf0106c52f582d70fa53716b4ac4,17
0da0caa9a9ea1a2d7471f51a11fd90c08fbcd3fb,7
03b2b40fd7f010fc245d36c05c7439c058b927bf,6
e22d495538c1de6a13cf8f51e7448d3312365747,4
0dd8e96b32b2bd757261e738a80c2987185125e8,13
e8ebcb0034c5d4e5df8ff407a5c28d8c53823236,7
ae3c0a9c1f66367586c82e9b48d31bedac3e14aa,1
26abd5149ebf9602d8036be4c6e72e08c98ea998,5
1a708780f3d4b431996d118df4e448b4f2a7942e,13
9c35b8e219549c81e9a73a9b5a38be36b9c98181,19
2ef6c0fdf56903eae4bb945daa62128da2c7fa13,3
56e122787e7362274b7ac342fde6e303259a5f57,16
49fe0ecd405ddcee8840a98b3f09f0efe41b233d,40
1232b349175cf8882734300af727a4a1149a24d6,6
495d3b2cc3fa0598f54d9c50ab4aa9dcea6134ce,6
aa604e8e33ae06f3a106e44fff798fdd70d77230,13
f8e038f9a07d9539e7ffa23dc9f7505dc15c8fa2,2
d779d8d771c0a4c3d7bc38ac49bfed3ea3a2e6ed,8
6b706ce85fa56564986211b99d34e269066ca3d9,450
27050d4836b111ee2395b896872e41795d7ac015,23
dea0f2b36b98e1135de2a3521f4f9d78b2fadf21,37
7d829da3f91984240bae05325f1f7538d31f605b,2
5142963b7d93fd96f0e5b10a7cf2312825af87dc,141
fbc5e0fae12a72b547e6d841e80116ce5c26fbf0,26
9142b04bba45c27a69ac8baec088357070614674,630
cc8cafae8775496a5a62285ad828db2d7fc1e7d8,4
bb71eb944c7abe4eccb6b21d4771751feca22980,1
99b35a51ccbe2fc98530e5cf7529e7d377e1165e,285
56090b5b80431bfd791dbe8cfd23c058214118da,120
cbefb3d9098bd8c7bcac890e4e99de602f09c5bc,4
2efc2b53be96efc7c647f13af00e48b53c249bdd,2
d1c8b9660848589ce4f1ac6e8ab337d9de495fbc,6
16c66f3151cfe54622492125b4c7654078582f96,8
c75c594e5a73a9e0368ff842bc837df3bfb866bd,16
7f1543d46cd88e86bd662695d79c16c93892223e,3
9cf95654ac90214bbec9904f7e96525799172db9,1
09f9ef8536efa563350af98a99023185cec1fbe8,5
7d82020fcb7f81fcbbd30b7546ba62af45f1a33c,51
4613b4df31f6d5190d76cd1ac0f353e2b4968170,2
ceb0d79f46463dc10fb413e7e5ca799967b06475,127
7ae5cadb0ace6e76640133fa9e6eeca294e2d7bf,21
543a46e0d1f32ab162f2dc9fd0233d9831b6f805,146
f4bda7e305385d080e233a79a578c0db926aa10d,12
1e5669457f6072f6bfb0e15aaeb958b44a742833,3
4205e20c2222287b97932f8d6a8db8cb78d80b01,821
1d8e97c79c2dc1100822f7cacc71295f7fc7fb0a,6
a2339ef7b9a3d5f79a0393a58e6388b1b81d4731,2
ce9d3daa8a40ba953fcaf04c8fc5dba0aa335c9e,8
3bff005be8ea213c23160ee0ac286634a80a10e1,1
d40e181bec22014a9ea312ab6837f7f0bc4f9e42,1
3675f545e720dc0ea5090e53b796e8bdfc03b57a,12
9bf3d8408937e101921b3a0090cd6ae116b0c41f,24
806f5b0b0ba0b0007187a20266f4f1806bab826c,2
55a04a5d7a90a2eddcfe1fe407c403ba95b281b8,5
79df91bfc403e97e50f3ba0ed9acabeeb5590cd4,2
9a436ae30f10614e74fa4e1a561ce91cb0b2dd77,6
ca7fa3a5167dc480917491bca4a1bc873d24125a,3
5b998dae597a7d40a712f0d1add3cc06a2c72b12,3
d986c414dea14cef41d83f74b9549202c2efe6be,46
c05dbb8744f55823ba1ae2bca774b068bb55dc12,2
ae9b468b08bd561ba13292933a65c000b94c3a3b,1
b94eda7194c2c4233d9b1c27f58098410f462fed,648
24f822c3ab99c33f59a5b181682e3fb507bfe35d,4
7f9de7b416c97b96aee2cf9025db382c71756806,4
ad317c94c5fad00f97881263647e316344f0a81e,13
fe20e34b139fde727d23c7f50c310e11567bcc5f,6
298f7f1fac0bd3423188f113da875ebfb040bdc8,3
324797eb83dff7708a464e2ff61dd1551cc5c058,3
3ddae9eee9a8bc4c667a66a9b1db36b84edca436,17
d3316c3f85c291f6875e3cc56dae2ccea1f15f09,16
b6cd6da17329d65922626ff71eabdeff2e692032,1
4177f501b433a59edcdb8368f02082514f55f580,13
cd69c0e0181c2815ac239803b7edfa3f600e1c50,4
f3c324a0fefd1a2dd4eff0be2e0d075d359d6235,1
fc2922836bc289e443c0c7a20450bf8f03c0785d,22
0c4bf87b296145e38510655d1a14196493d5c54e,10
5794e9fce22a4d3dffda536a220ca9483a2d87da,67
d858ee717bed6307b8e772bd5039ab001aeae03f,3
4040b56f5afd07df6403df2a76206b54c79449cf,4
89e705cd5c94e6ccaa2969720de2f238c42c7e3c,4
a0fe1a25fa76809005cb90beb09e66cb7493b353,30
a94eba6f0c0666de8ccbc56c62112d7e5f1132be,15
3f9137c57d2344d7613f134128235c18edcede95,14
6f74e3cde6147b9a9bda5071e505e9ffbb99096a,24
40b2878ad3bb12d91b15a7278b6a8862c09f4d54,1
6998400c618fb267acb6b7281418f3b89fcabc8a,8
70d9fb696393277247101da47e67d568a6aea4d9,31
8c320b3c0831b181585c8285e0b43d1a62fecc52,5
e1f74ad1f0102648e2db8e4fda788f47d38a94ad,2
bed611f937cf98c69c5a0b97d304a72baec02b19,2
275cd55a0f4b0d11aa35c1dcde9c8b356f8b418f,3
fefb152cd94c1d52cc4bf6d42d194a1f4f3e316d,2
8ab97a60ef949f9f2cc0de768143c3ce89a1aabf,113
8380fc88845ef92e16d54df582519284062b199d,58
5cb0782b952f5e04fd686d31ed5754e235cc2742,13
e33b084ee98664d8f467ea16cdf75643d167b089,1
153a012384b3ed05c1e04874c63c7f0078ee99e7,3
34b28d3823af91e0200cec859844a18684efe9c2,3
8120061be26980380c9e786c603ba6d3f4d1109f,3
749fadaa651e21540f3c86561be9be9f098ddb44,4
9de85c544aaa0e38f52154e6a6b3a1adc02993c8,237
4736f8115be411bb0cf24a4386d98c53553f919c,33
06278265239fe1aa6ef0f70d5e7db72ea5af844a,2
40f3a87c10d5773eb66e09f4ed3d8197b1840863,56
d35899ccce39e77a3f7fb667bdfc710c605d03a4,3
98a6806fddc2a0e8f402c9ebd7497f4a8d20f536,116
d8901c2f018ec85e12bfd7d1a7d5dd76229db85e,176
d2223ec2bd36aae6a48c90bec3ebe4d0dc2eb421,2
dfa7cb646d2093caf5a8d6025cb2845d257e040b,4
962e15d0f525557928ec6d42b49d19dd5c4833c5,7
590fb5291ad434889b445e8b8d949daed97db5dd,6
038e6aef7a54577a3bba6666cff21f5f4e3b2d0b,3255
dd8ffc1925156720fa0acfc9242c358cee8031e9,228
39f2e53a2457ba15e963f1ac2f5a3c98ee7fa772,29
a299d93928aed2a88569911a7df803c3cd2d9fb0,8
d6f4e475a107ca9bb2f078074cebc63c1df0cd89,2
27acb64a53375e1253b5a4c3299b04ade1dc1c1d,3
74f5cb0189d61affc6550723c1f82d4ae76df1d5,4
dcb10ef9bff32fe0496f261833a12297a7022775,2
018e0db5eff21d2b7e546bc63f4807dea782d00d,5
2c5a2958e961c25434a54c832a04139525f661da,14
04ee57ce0aba34722e47419fce5977f81ea09d07,5
35a8387b402692933620412d41e2939aca4f6935,5
f3af379b5c1816271b1afce0ccb2a935dc29940c,75
6c18775bae785353dbe25508cab127629f9910a7,8
2880e6810c97f8b4e1b8ccf4cc66dd039c06aad1,3
f657ca0d0b3be7b5b9015d86af241b9237709652,4
ea0931fb962f2436695606a8ef9a4811e4970e22,12
d235d240d8ba88b931cb9ca0aca2cfa586c7eea0,41
446d62f0cfea35ad1695f756b5275288498e51e1,14
325ee4ed7ad2aefb45c0f917285d04b3c3503f40,17
b855b570c811d208bfadeb4e140bee90c1598e72,4
679c3d210f5d40dd19bb8dee9cf8353e99d8c9b0,3
ee025a0c6137a07f2a2cd4cb5bd09b90076d1772,2
6fd7456f85720e8a6fdfacd365d14738d2e272b8,6
158cf1d52df6d91580d6b74e55db8ffdbaf24011,4
0295615f0a01583301e5a19b6a6c9d490ba36085,9
3f4cf77abde20b83832b8860882f4a4c9c0e8572,2
61a8eaf7119db509cbfc0b8c123f5c6baad78a32,4
c092af30088e42c2333ef0953f9dd2fdf76d3dee,3
c188c10805aa62d0cdeb5b5ecfba5fa4aec9c47d,5
9bb86faca7936f6dba93aa3b11fc24f19c7878a4,25
09b09ef4ab5c20feb815cb6ef7a297b8c046f44e,3
73046fa1959344df9b4b9cb42b0c5c59786caecf,8
947230837cb6d64323590650554dad7abaf9a93f,36
4c45c866cfbbb756447a5dcf16e93e3f78b04c7a,6
295450e7f4382ce935fecbd21b57ff179e5babe2,2
fbd352e07719bd68f28db42eded8148e5f9b4177,34
6d541424da7b6ec1901523771ba1637d56894914,120
e7329c0fd55cc88f7b78b842a8bce201f0e49fdb,2
0d801c0bfdecd721c48f6665f7d0d80930c46f71,78
12d6bbf7cbcce742a8a7a0fc55ceca308da49789,2
efb4f96a7a8bc22f0f615e7e21a2bfe9b0f5088e,2
c8a2b1ac3c623c0c3500e65adec766bca7035c25,3
85d05fdc80005c7583d5983e55eab72dc1cf63c7,5
16576a66626a3fdf3d599955bc69eae0a4c08647,2
1dc53463d9c9f50eb78f47aa8aff378cb0b5e7a3,2
53c2f401f726732e56343377452e487c8c6a0ee1,13
5b97681eaa5aed5103519deed4a706b89a910746,4
6da7625cc395692a71c99d179cb76eea6e8b27ca,19
2f980cf39a14f90b9356b51ef1ed6e7816f6aac3,18
a646ac8ef5c51d6a47eb564d58d04564c0489871,21
83db6cb521c699bec23e542b8fd24a3afc0dfc60,4
fc1152de410323cf41dedd0bf301a6a265b0850f,29
835fd779a46d14d6999618546a9833b3f2af2326,10
329675cfd71fab29e47ea9c64f3560f0305dbf36,18
04cc753d0744ae25c2789b01597f041062378abd,6
8943925d1f68316218a9722c3f275ae1ae29b325,68
7333798c85837f1cf175f39bc4acb5664fa6cacc,330
2df53e0f7cea4a59029ad4a2cd8003811df26a9a,16
53e6977c07a8720cf4f785ef23686bf34b5cec57,4
4adc8a29a0565cb35815eeb8e693b47dcaf890ce,2
f9d5bdd0f6526e852ec37528c9b5f97beb71ef07,22
92b238715929a26d77e99a18fe5996bcb5796149,41
235863463abcfda0e428bf1a79009316b2dd7895,2
0cb46c1e0ece95b65933cc9f72d80c08cef417a5,256
f073b2da8410eb83eb0c7db6badc5f0bdeeb1f9c,8
ef74ab20c255abf49b856c15f812cc9ea3fec061,42
959894632ae67e356ede734e352eabda6bb55794,36
67817468d3fdabce64239c75c216337f66136682,8
65ff562c3b305ed7ef979b3182de1c5e7264dd22,5
e632fe9babe95478a14bde0b67bb5b0c9ba67aea,14
b5122b040fe9441871b3d275d7f5e9eb352d4f28,11
6c4665deb4d20e3e305e54b4fb4431e57497d374,5
dd0abace3ec73d253486a0dd19f43dd9263f8a2f,145
aecd064744c846faf7c7df76d0ecca720f314e52,19
f044fc03727dcbe7535b393e06d8ab1bc0312a9c,2
e887d685f74197cda153c0ec57f9cb719a33932b,12
d96f6df3a649ab3276c7c854a1dfe23e89279d91,4
8721dda1c57f6fd0f89c01bef89216ace1ec3377,1
1171ad647ebfc03b65fd3a02720edb7f20c00169,5
d938a013af7607485eac4d0af1d8f5d08bac778e,2
84ca7c28ce4977cbf71b2c7efbaafea9fc3fbfb2,5
297e2768dab3b9fdc33b28e12dfd49207e0e2889,15
e3c0fcaddabe91dfcfce4f606a576c79be1a6779,12
bd8788ea17c3fffdaf67756f580ab03688fff4c7,2
63321466768403061557ce37606436a478fafbed,6
05fac0b45be2565de216abdb538446737557f273,3
c5b6b711b291f7cc3fc215de43896537cb7cfa44,49
99efd596267248ba5eae1b0e540d880368a402c3,54
c475a58dd60cd5317f8a63c80772f4bb893a1eba,18
2b5fa0e0be1195926e5e83302a1680c3c28e055a,10
4e40e6128769246ee101e1990be42880a07dda18,58
2d4b8af4f6883fad76f45c33466bd86b35f1c3eb,64
eedb44a605ce34caf7af139df584437e95220e02,24
4708f978902b9b65c00a41d0ce51107fa843efeb,6
916dff9cb10220aa88241da33a56ddeb8906826c,24
86fb169df5895cc72835d6edd9b9c987f0bcf130,24
a7a6194ec4103656bfdeac4616753dde23819a14,8
8c0aacf0ec77215a4a46f73ec18d884fa6aa71ca,6
b6938c94d641c539f1ee5225f6af7ffb58d3a0fc,390
a1cdd1f08e06582c93fe66eacfc7c09e42321115,10
3d0411707839d3af1f34e0a8c7c8cbe4dd02b1ba,4
6e57d2da9058fcb0eefedf5102321a044d51e6dc,2
8ee7b3881bfe96981de28d6eedaf1dcb59fe3215,15
f25f15b6e1c4f597b0d31fb5b9fe7e8e40dd0fb1,1
392080cbe52868c00f8dfd4e60639c37a13165f4,7
dacd6202ec50d122fcb7e9e92cdd014444cd2a98,524
3c831fba08698293034db5ecaf8d74aa5fe453f8,4
b44456c908965231160f9b8f88de8c0dc447aa1f,62
62a82c66cd3f03e045867471c5edcc84b4d2b54e,7
0bdcc27d9598254e79a80f1e016227778b428dbb,3
642207d29a4861900cf34f19e8c7ded23ace6075,6
233ab0f02a316e3f7d515089d5d5dbc4a895ac11,2
9411e9cafb524baeef054b6afd4d3927d2556869,2
c2e995674fc2ed2a15082959ed36b7c9865c01f1,2
fc94b68eb53f02c596f7e9bc129162fe280e9008,3
5e1278c6401a5e9aef040dd1f458facba4db7e51,32
2c7d3ecfc962fe2d2afa84cd347136060468fe0e,36
8ba683e629bd44f5c222ff8fe9cfdc101177dc0f,5
841a288cb32785400261cbab959fcfb982d3f699,6
efb21b0a8fbc61d01ba1f22677abfbca99e6167d,2
1eb151c501ec66c554c3417b84acd57499241004,2
f7d4e26c6a0a11c255e22994fabd97a4e62e3d01,5
6d6eb7c12c833b33ce94e7bd963b1d770defd56c,27
12bc33d7cd04d863466d4a2d18a7fbcb59372429,74
b0ba2bf8c66fdae9761b36647b813c830984fb6c,3
dbd1fdd21400189f64aedde6a94ea14beca5a85e,5
4a9c5f6bc5a825f10b77f6ce084aa840d5c1d93e,172
30ba924bc8cec04f53089adbf4ef51b52c4b4b72,16
d4e8cc35b3d9bf32e713d198b9a55d86f080aa19,2
3d7218d932923e2b964fef37e8993fd0a6df7c1d,60
f9bc65e399d1883da21ae03d07b09348a11a5f49,13
14aef38a698229f12bbf980b4e45f2ee55edfcfe,3
f84ece0a9831cbbdc53163eeb81a5d03cd840d70,27
f1db3f5f593138a9704dc3e4e91871e59289c843,3
e3287077ecff33bd02227b85ec760fe47d796f54,46
491c52d3b077dc1f298322a719059398a5f76af8,266
adc489adc97faf959f955933d198659f6227adb5,1
46de9ba5981531dcbfe05943448bebc5569fb3df,5
6f957710461a78de2cc2e16d325708519f9cd0e8,8
d62606480f41ac26ec98be45166cc11530276e83,5
c7c33ab721cfafbbe269c8f1505eb2d9a80d7af4,6
52b6d96268987db14937fcf5f9a53ab9b4184adb,3
416d2f7a1244e7e93e291786ac98313153f87db5,204
72d1409e23803e8314145f610e84b47a44ba3dbc,4
1400598c0e31dc702346224740f88b0249016f15,4
634636eb5aeb970fa4119ca3a259bc7e3a1029f8,35
cce8f750d91c013da00f5191ad537450172acc0c,4
fb61ed1e9fcac9163746ffe4a53c6aa2e284dde1,1526
83f18410bdcf149b58fb669cda65b1cdcdebf695,3
a47bd5d77e3f1dd8bb3d4ba0955bd7b1323c7d83,4
f089e02fa2b7716d9fa5228c734e55678437db85,11
8f140a8ec3b8be57892be7103998da3321e4aeb8,5
bdbf14abba9d1fb99b63cdaabf4bba074a36ea2f,7
0efbd98e233194659d6ff47e871924d0756539b5,2
87681ba97b707e460af266d5a1ff89e32a3184ef,3
c2555bcbd147d068c47363ba294e9c21cfceb6c7,5
7acb464f0e8c277a19a19f87f2cc7a71fc6e0bc8,6
5c99ca2288f5415a9b6c291ed1065ee2388173bc,100
1a6a088f7c7b164042ad16d43d05543ce1bacfa4,8
7f607120d99762b07b94e97ce3e32a60b8d114a2,2
2a9443a110e1865523fee32404890097fb6d1d93,3
3fa4c528a92fc5c3a80ef3310b0db6ac7559296e,3
c8f7a23319e54059c6a355746845c4e4e0215509,2
53fc4310f1ba74cd6f264f7263359440a2e5646a,1387
700da852b58bf3354dec6652dc1500192ef63154,39
e66247e926aa270f087a66085b27c4636e8cf57c,4
1f5755d869b5e9769be6990b3732aee1d8878e66,2
4abb88d7e84208d86750091b3ec9082767ca74c1,121
5d166de25853a41c6e2e2067f253271f22f94098,680
c7d17179571daa875083e2fe72c498ae47772d75,2
71df932b22377e9eb5e319e30ff5eb0cc87a3e3e,3
70a25587d22384bca8f102d68f5b65ebf3e421b2,4
41915d0b86c60a46c1dc8151672770b7cddbe18f,8
0ab1816315b01dae882a93db90e7f6709e6a71fd,3
1178babacaaad4e65fcb28af447afd586429c51a,294
446f7c62a2d1358a276212300d09f9af88f9a228,308
52ce6be86b6a4404ad5d7d92266ea6cbc103102f,28
5a18b215f7138c0bd59f27389050b0311fa4a549,3
dd0429e1de54a6f583384cde010967cad7c10688,3
73198aca2c27712e45f29dec769f4c343ee40c20,35
1b5a6d3c4966fb67d79445aca9c1ad6c1ecbdd4b,11
8504d64bcbd1c25d4c91eb75af3f4a79a641854e,9
26dad980baaa6858561b3269d375c1d9223f579c,3
75f6ed8dc2321d34a0c0b3b9ec7705e7ce7dc0ea,2
9f1c81e5ec90fcfa7efc088d769b9e339a252bfb,8
146648771c953cf50d98617eaa250ebdf423ffaf,2
4ad5b9363fcfb06ed34fc95f11837986edd3de6a,8
4181d7741dc9333d6d6ba32aab3a2bf175ba74cc,14
988f585fcb1cfb40fe4b706c32b31594b536bba0,138
727c463ff7d8847a5f8ad841e6aac8c61683a145,38
db7580b4f6b2217917aa6f372e3a18dfca43624a,1
d98ca4b14c673db8eb3cc124e42ff7a660da9109,15
c957909a9f48196bfb4cb295c750ec6d495d7bbb,4
151ecc2aecd81718e2520936dd3c537d7e6fe2fc,79
23e91a1bfd7f47b343f41915a2c8b33d5c532562,2
72d580f819eda3656341072f61a743005ab97729,10
cf948200bd7083fb214bf7e1bd9ce3c82edd3303,1
1f2bacc897224db0a0940f0c6d08caf6b15f1017,7
2793b218bdd59db51f1f5c960c508fea7190310e,78
ecf4e6b7205f6021fbdcf3d419733edae28d8bdd,2
4ce82e6fa94c96ec2db76ce3be200e58f0a577c3,2
95a52ca884ce7d7e0a0653c558bd56039ffdc8c4,124
36e0093dd91fa75ded475f2430852a6b0e86b59a,6
fab8a89abeae6bab5d2556d0116ca270ff6da5ed,4
2aeeb3ba1f4fa54d0cd4cca672bc56dea07af133,1
31d0d355608fc9dfaed55b7541f16cd105fb3995,37
c1e7fb60d1ea397e4833b71cf50825a0f2a5b61e,112
e9cd8f4d20cfe47bef5a2e95ace6b75a347eca68,6
00c0465dbc5acd27c736d612bbad95fdbe2ef96c,183
2b9044a6f0b0a6acebf24dbcb988d09c2a30f56f,10
d5fde13bd226574714d7e30e6442b27f782017a6,2
d7888ff644f5965b7a54ecefea9af1469fd1d510,11
924978341516fc234a78ff5bad89d6bd6b36de23,10660
e6f17337cf2081ccbf4635095ec3871805185867,2
b8d3c3ea86042300dab0b3b9ac31448f47f1c460,3
8097307bfb6a90d18d35a870ff61016111820ab7,4
1f87cbe8349d8662c0d6ead40cc39620b01ae0da,7
a692ff93ef5ba90e07c3fdecf05359bdca9b9066,1
6c655b40eaceb77a8f4a8f32775db969935de746,4
e99f324c143a2d825b2be260cb6a799dbfe97a10,2
60d0d68a8d6ac857e534df375c184a0ad232887a,2
7824b5f6f5b6200f362017960de413748d917a06,13
20669753ce85adc929efb77dd503ab84c9415fe8,8
259a960f1b74339626f8da890cc261a4043097fe,49
1186e7cf95dd097f89ff2fc390bf23f678f6cc54,214
fd280de7eeb8657c406e89dd4c84b5ffab9c0508,3
948a15195c69da2ff9a4b0ac7df782ba1cc2795f,8
db4a2976f6afb6ac16bdd455695dcc277a03416d,176
ef1544740e023c26d93f9b11904ad1725139d5e7,2
4cf6e0008187cf75ac86f3bd12592b5f6ac9d91e,6
9a60735fa1b77233c5ad57ccd730dd14bc8e757c,3
149c1a26c4c167a763461e191a248d704cb8538a,4
8ee123ac9a7fd609511ff821846920742fba3b7e,148
b4d4f8f8266e6407f21a62110905b27d3d3d71da,1
46a5003a4a69b0e8cd824fd058618011d44bf8ef,3
01fc6533aa4175bad4b926361d017801aff9c53c,6
0a5d22a195b26d83dc823b041054b2a516a6c558,19
744801989099df26e90b00062c645969c5347533,145
5f74ce0e4d5afc5f2f58059774f922d9d93869ea,5
9265bae3567c85b55fc4cdfad141bb34a939d6fd,29
301522f521f05c998fb8dfba153d49e557604507,4
0425e16d96cccf6de32231ecfc37cde72985dde5,3
0c7733904e54472fa5bea04b4a7c35ff6fea9890,13
96b495f443832082777d7dad7349dd6ec97b6cb9,2
4a522eff006532f28c631f13a604c364102b7a6f,43
e56f14659f580954626e8c1660771c593ecd74fa,5
84f77f84234e409271852692e736900ee7b2f0fe,22
ae644cee1f421af1abe36e16c07dae3ac4c406ba,797
bbdef61850205f5af1a0a292fb7166c92726e93b,10
947f2d4d34f29a8bc51fd4a97718b1c163d7a55d,108
5ce02f4c555a4ca03486bc8f59b52a78c5f9e961,22
5a270296cb014de3bf8d12aece0bdd7cecad5318,9
5273916700f2f1f72d535c35c56e28ed92c48ff7,2
4971551fd215b8c7e9f3e20fc1536bb2150c84b4,13
fd352fadbbdf850e22c2bf87d8634cbc981976ef,1
26be0e31fc486d81fcdf750ce895c6a5612be5ac,5
09100ccc14690a9d781f055642b5b880752ee636,11
6071e4d87a9b257c3f7b5912825ede9caa757624,230
ec54df7dcd5935cc5efa6a25293b255a5d9a67f5,4
b3a647d9ce59cd75ccf4233eac871af91bebf0d0,6
68cb0dc8a3e8acec047ed078cd2c021d4dd94024,1
b2fb65cbebba73894a6b98cfa877fddd45f6d124,1
17106a7c90902c7cddc5ad516234bd0e37d27732,36
8142daca44d8825001eb7ee935e2f0a7933e09b2,2
4778783160fb8d7aa39dafdabc756f1691b830f7,1514
187f4278e81c19c79b8a0dbad513e47a00875a57,4
ecfafc5f2b632780dd310def1d6b3a2c10565465,3
bd8f2fa525f05144f4457c9836376c1cd1e0673f,1
d2f9b9da03626bf94dac27d471114b867bacb1ed,2
104f42e69485557a7d603047e1d29c44bbd12562,66
228fded03622f9b14df7fca45ef6fab089582c08,78
80f91c8d5a6f3c708dd55c3f8e86cbeffcd6bc0e,22
bc17a6f5c012522186592fcbc3acaa7701c4b208,16
82edf6727f0663601351081ca1e4fb20d1752972,7
a63ec9d5737a79ea78e781f90405e5bef4326468,2
e896a5bdd6c3c5c132810231088daf4e58fbf6c7,2
5584f019b5ebb943cd45f848e88f9e59c03f2b41,223
61fbb4cd57d7bd280c6645df98acdacfe6004a88,4
6a6cfeb2e7c3596a6019563d3ee11c6eead39f22,17
d1b7cafae149aea58a9c04c77e26d6a27d783224,8
